,Target,Date,Tweet Ago,Compound,Positive,Negative,Neutral,Text,Source
0,CNN,2018-03-24 02:51:23,1,0.0,0.0,0.0,1.0,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
1,CNN,2018-03-24 02:46:03,2,-0.5574,0.0,0.153,0.847,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
2,CNN,2018-03-24 02:37:07,3,-0.5574,0.0,0.167,0.833,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
3,CNN,2018-03-24 02:36:48,4,0.743,0.24,0.0,0.76,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
4,CNN,2018-03-24 02:35:41,5,-0.3818,0.0,0.14,0.86,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
5,CNN,2018-03-24 02:30:18,6,-0.2732,0.0,0.1,0.9,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
6,CNN,2018-03-24 02:16:07,7,-0.5719,0.0,0.207,0.793,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
7,CNN,2018-03-24 02:09:35,8,-0.2732,0.0,0.087,0.913,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
8,CNN,2018-03-24 02:01:42,9,0.0772,0.109,0.095,0.796,"""Sometimes I forget that we are the high schoolers here."" Cameron Kasky and fellow Parkland survivors share exclusi… https://t.co/cwU8Q4iLzV","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
9,CNN,2018-03-24 02:01:10,10,0.128,0.162,0.096,0.742,“What can we do to stop this from continuing?” Emma González and fellow Parkland survivors share exclusive video di… https://t.co/hcVuJPQ799,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
10,CNN,2018-03-24 01:59:55,11,-0.0644,0.0,0.05,0.95,"""It's going to be tough, but I'm going to get through this and I'm going to survive and it's going to be okay."" Ale… https://t.co/C0dbtrGRHH","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
11,CNN,2018-03-24 01:59:37,12,-0.765,0.0,0.248,0.752,"“I'm in a lot of pain, and I've never been face with this kind of pain before.” Sam Fuentes and Parkland survivors… https://t.co/7YY0uHZpCf","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
12,CNN,2018-03-24 01:54:36,13,0.0,0.0,0.0,1.0,The 29(!) major Trump headlines this week | Analysis by @CillizzaCNN https://t.co/tCcXmkv6L7 https://t.co/g6gfJ3Y88C,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
13,CNN,2018-03-24 01:41:03,14,-0.5574,0.0,0.159,0.841,JUST IN: The White House has announced a policy to ban most transgender persons from serving in the US military… https://t.co/uj1gqzgJJE,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
14,CNN,2018-03-24 01:37:50,15,-0.0572,0.0,0.06,0.94,"""I'm marching because I don't want this to happen to any other child and it really shouldn't have happened."" 12-yea… https://t.co/HHnpCQioMa","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
15,CNN,2018-03-24 01:30:32,16,0.743,0.283,0.0,0.717,"Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security advise… https://t.co/Dyx0XhV9dh","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
16,CNN,2018-03-24 01:25:51,17,0.0,0.0,0.0,1.0,"""I didn't ask for any of this. None of us asked to be put in this situation."" Emma González and fellow Parkland sur… https://t.co/ySLPQ9tlLT","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
17,CNN,2018-03-24 01:21:46,18,0.0,0.0,0.0,1.0,"""I felt the heaviness of the bullet. I still didn't really believe that I got shot until I'd seen the wounds."" -Sam… https://t.co/mDK6PoIelm","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
18,CNN,2018-03-24 01:16:10,19,0.4767,0.156,0.065,0.779,Gold Star father Khizr Khan wrote a personal appeal to the Supreme Court to strike down President Trump's travel ba… https://t.co/dH62kdUtzn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
19,CNN,2018-03-24 01:08:18,20,-0.34,0.0,0.194,0.806,President Trump moves closer to banning bump fire stocks https://t.co/NYNvd93X9J https://t.co/v4s0YlWa2M,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
20,CNN,2018-03-24 02:51:23,21,0.0,0.0,0.0,1.0,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
21,CNN,2018-03-24 02:46:03,22,-0.5574,0.0,0.153,0.847,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
22,CNN,2018-03-24 02:37:07,23,-0.5574,0.0,0.167,0.833,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
23,CNN,2018-03-24 02:36:48,24,0.743,0.24,0.0,0.76,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
24,CNN,2018-03-24 02:35:41,25,-0.3818,0.0,0.14,0.86,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
25,CNN,2018-03-24 02:30:18,26,-0.2732,0.0,0.1,0.9,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
26,CNN,2018-03-24 02:16:07,27,-0.5719,0.0,0.207,0.793,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
27,CNN,2018-03-24 02:09:35,28,-0.2732,0.0,0.087,0.913,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
28,CNN,2018-03-24 02:01:42,29,0.0772,0.109,0.095,0.796,"""Sometimes I forget that we are the high schoolers here."" Cameron Kasky and fellow Parkland survivors share exclusi… https://t.co/cwU8Q4iLzV","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
29,CNN,2018-03-24 02:01:10,30,0.128,0.162,0.096,0.742,“What can we do to stop this from continuing?” Emma González and fellow Parkland survivors share exclusive video di… https://t.co/hcVuJPQ799,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
30,CNN,2018-03-24 01:59:55,31,-0.0644,0.0,0.05,0.95,"""It's going to be tough, but I'm going to get through this and I'm going to survive and it's going to be okay."" Ale… https://t.co/C0dbtrGRHH","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
31,CNN,2018-03-24 01:59:37,32,-0.765,0.0,0.248,0.752,"“I'm in a lot of pain, and I've never been face with this kind of pain before.” Sam Fuentes and Parkland survivors… https://t.co/7YY0uHZpCf","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
32,CNN,2018-03-24 01:54:36,33,0.0,0.0,0.0,1.0,The 29(!) major Trump headlines this week | Analysis by @CillizzaCNN https://t.co/tCcXmkv6L7 https://t.co/g6gfJ3Y88C,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
33,CNN,2018-03-24 01:41:03,34,-0.5574,0.0,0.159,0.841,JUST IN: The White House has announced a policy to ban most transgender persons from serving in the US military… https://t.co/uj1gqzgJJE,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
34,CNN,2018-03-24 01:37:50,35,-0.0572,0.0,0.06,0.94,"""I'm marching because I don't want this to happen to any other child and it really shouldn't have happened."" 12-yea… https://t.co/HHnpCQioMa","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
35,CNN,2018-03-24 01:30:32,36,0.743,0.283,0.0,0.717,"Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security advise… https://t.co/Dyx0XhV9dh","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
36,CNN,2018-03-24 01:25:51,37,0.0,0.0,0.0,1.0,"""I didn't ask for any of this. None of us asked to be put in this situation."" Emma González and fellow Parkland sur… https://t.co/ySLPQ9tlLT","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
37,CNN,2018-03-24 01:21:46,38,0.0,0.0,0.0,1.0,"""I felt the heaviness of the bullet. I still didn't really believe that I got shot until I'd seen the wounds."" -Sam… https://t.co/mDK6PoIelm","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
38,CNN,2018-03-24 01:16:10,39,0.4767,0.156,0.065,0.779,Gold Star father Khizr Khan wrote a personal appeal to the Supreme Court to strike down President Trump's travel ba… https://t.co/dH62kdUtzn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
39,CNN,2018-03-24 01:08:18,40,-0.34,0.0,0.194,0.806,President Trump moves closer to banning bump fire stocks https://t.co/NYNvd93X9J https://t.co/v4s0YlWa2M,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
40,CNN,2018-03-24 01:01:59,41,0.4019,0.236,0.0,0.764,Parkland survivors share exclusive video diaries. Their stories NOW on CNN. https://t.co/jK5GTLr9qF #ParklandDiaries https://t.co/5CGN3fhwIp,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
41,CNN,2018-03-24 00:51:05,42,0.4019,0.171,0.0,0.829,“This is what I have to deal with right now.” Sam Fuentes and Parkland survivors share exclusive video diaries. The… https://t.co/RzsLF59uYI,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
42,CNN,2018-03-24 00:50:26,43,0.0379,0.075,0.068,0.857,"RT @AC360: Anderson Cooper: President Trump ""does not shy away from speaking his mind about even the most serious allegations against him,…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
43,CNN,2018-03-24 00:50:04,44,0.0,0.0,0.0,1.0,"Using cell phones, six Parkland survivors chronicled their lives in the weeks after the shooting. Their stories ton… https://t.co/cFgavh6mG1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
44,CNN,2018-03-24 00:41:06,45,0.128,0.162,0.096,0.742,“What can we do to stop this from continuing?” Emma González and fellow Parkland survivors share exclusive video di… https://t.co/ECbIl0JzdA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
45,CNN,2018-03-24 00:37:13,46,0.4019,0.179,0.0,0.821,"“Still trying to get back to normal, whatever that is.” Samantha Grady and Parkland survivors share exclusive video… https://t.co/AFrFHftZcC","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
46,CNN,2018-03-24 00:36:49,47,0.0772,0.075,0.0,0.925,Sydney's newest landmark is a mixed-use development called Central Park. The award-winning complex boasts one of th… https://t.co/TAXZmAhTpz,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
47,CNN,2018-03-24 00:36:31,48,0.0,0.0,0.0,1.0,"RT @AC360: Using cell phones, six Parkland survivors chronicled their lives in the weeks after the shooting. Their stories tonight, 9 p.m.…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
48,CNN,2018-03-24 00:31:23,49,0.4019,0.188,0.0,0.812,"Cameron Kasky and fellow Parkland survivors share exclusive video diaries. Their stories tonight, 9p ET on CNN… https://t.co/vFITbP5MBI","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
49,CNN,2018-03-24 00:29:20,50,-0.5994,0.0,0.151,0.849,"March for Our Lives student organizers say the event takes on ""an issue of life and death. ... The mass shooting ep… https://t.co/7YyUdSrQlq","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
50,CNN,2018-03-24 00:25:06,51,0.0772,0.051,0.0,0.949,"RT @OutFrontCNN: ""Everyone that I talk to in the White House just wishes that they had never had to address these stories at all, but it's…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
51,CNN,2018-03-24 00:21:15,52,0.0,0.0,0.0,1.0,"Using cell phones, six Parkland survivors chronicled their lives in the weeks after the shooting. Their stories ton… https://t.co/af1llgPsQh","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
52,CNN,2018-03-24 00:13:10,53,0.0,0.0,0.0,1.0,"Chef José Andrés' ThinkFoodGroup and various DC restaurants started Food for Our Lives, a collaboration of business… https://t.co/p41ysZ5913","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
53,CNN,2018-03-24 00:03:11,54,0.0,0.0,0.0,1.0,Cambridge Analytica says it's commissioning a third-party audit to prove that it deleted the trove of data about Fa… https://t.co/Oo9xRKkALD,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
54,CNN,2018-03-23 23:53:04,55,0.0,0.0,0.0,1.0,"Melania Trump rides solo to Air Force One, again https://t.co/xI0z6fJVKe https://t.co/uEjjLIsJJe","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
55,CNN,2018-03-23 23:49:09,56,-0.2023,0.135,0.168,0.697,"RT @CNNMoney: Pando founder Sarah Lacy unpacks Facebook's ""crisis of confidence"" in this week's @ReliableSources podcast with CNN's @brians…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
56,CNN,2018-03-23 23:46:51,57,0.34,0.124,0.0,0.876,"John Bolton, President Trump's pick to be the next national security adviser, has a decade-long history of associat… https://t.co/GsqLWaQega","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
57,CNN,2018-03-23 23:39:30,58,0.3612,0.098,0.0,0.902,"RT @CNNnewsroom: ""People are listening. People are hearing us, and we feel like we've been yelling from the bottom of a barrel for almost t…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
58,CNN,2018-03-23 23:38:15,59,0.0,0.0,0.0,1.0,"A liver transplant saves one teen, but his identical twin dies https://t.co/sqDNBovbt9 https://t.co/SFUOlXfpS2","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
59,CNN,2018-03-23 23:29:47,60,0.0,0.0,0.0,1.0,"“I just know that I have to go back to continue to learn and work, even when our politicians won’t.” David Hogg and… https://t.co/0BkIPTNbJ5","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
60,CNN,2018-03-23 23:25:46,61,0.0,0.0,0.0,1.0,Four things we learned about Mario Cuomo from Chris Cuomo https://t.co/X9biaNDUhO #AxeFiles https://t.co/CAyAHDxiUg,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
61,CNN,2018-03-23 23:21:00,62,0.0,0.126,0.126,0.747,911 calls capture the confusion when a false missile alert went out in Hawaii https://t.co/SPYmWPOPQg https://t.co/tOHRp353j4,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
62,CNN,2018-03-23 23:10:59,63,0.5423,0.184,0.0,0.816,"Taylor Swift voiced her support for Saturday's ""March for Our Lives"" in an Instagram post and said that she made a… https://t.co/rUq4HPJvrg","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
63,CNN,2018-03-23 23:02:13,64,-0.0516,0.097,0.106,0.796,"Many of the Democrats who've been urging stricter gun control legislation will join throngs of students for the ""Ma… https://t.co/mxQjFKdFSy","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
64,CNN,2018-03-23 22:51:03,65,0.296,0.104,0.0,0.896,"China may target American cherries, pistachios, sparkling wine and more than 120 other US goods with tariffs to ret… https://t.co/vg46Qs8uzw","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
65,CNN,2018-03-23 22:41:07,66,0.4019,0.171,0.0,0.829,“Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video d… https://t.co/hQwUCCj8YG,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
66,CNN,2018-03-23 22:31:06,67,-0.6486,0.0,0.223,0.777,"An Iowa family vacationing in Mexico was found dead inside their condominium, according to police… https://t.co/kE8QRiquuX","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
67,CNN,2018-03-23 22:26:06,68,-0.4215,0.0,0.123,0.877,NFL star Michael Bennett was indicted in Houston on a charge of injury to the elderly in connection with an inciden… https://t.co/4MIuPMiP6H,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
68,CNN,2018-03-23 22:21:03,69,0.7717,0.295,0.0,0.705,First lady Melania Trump made public remarks at the State Department's International Women of Courage award ceremon… https://t.co/RzjFpXXh33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
69,CNN,2018-03-23 22:21:01,70,-0.0772,0.109,0.121,0.769,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/gnUXYLvD98,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
70,CNN,2018-03-23 22:11:33,71,0.4019,0.15,0.0,0.85,RT @AC360: “Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video diaries with C…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
71,CNN,2018-03-23 22:11:04,72,-0.34,0.0,0.118,0.882,"""Contrary to the NRA's current narrative, the path to sensible gun reform isn't a slippery slope, it's simply uncha… https://t.co/ueTcSlJS7s","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
72,CNN,2018-03-23 22:01:06,73,0.0,0.0,0.0,1.0,Former President Jimmy Carter has been briefed by the White House on the situation in North Korea… https://t.co/hbuozgfGDB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
73,CNN,2018-03-23 21:52:56,74,0.0,0.0,0.0,1.0,The real reasons Congress can't act on guns or immigration https://t.co/Zvna0DntVv https://t.co/LubyPW3xvN,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
74,CNN,2018-03-23 21:35:49,75,0.0,0.0,0.0,1.0,"“To us, this is not a partisan issue. It’s an issue of life or death,” says Alex Wind, a Parkland school shooting s… https://t.co/K0tPyzHKb1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
75,CNN,2018-03-23 21:20:07,76,-0.9432,0.0,0.577,0.423,A man has been arrested for allegedly threatening to assault and murder a congressman from Virginia… https://t.co/2zCfq5BD0E,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
76,CNN,2018-03-23 21:01:07,77,-0.6597,0.0,0.227,0.773,"Why you'll see a lot of ""evil eye"" gloves at the March For Our Lives https://t.co/WtpZqb9zQE https://t.co/AyNUF33YIp","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
77,CNN,2018-03-23 20:50:08,78,-0.7713,0.0,0.288,0.712,"Parents of young children have reason to be watchful as the flu season ends. B strains, which can be more severe fo… https://t.co/JWXazt7zNl","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
78,CNN,2018-03-23 20:40:05,79,-0.0772,0.0,0.085,0.915,Drew Barrymore shows she's sorry for dissing Jake Gyllenhaal with a literal sign of affection… https://t.co/USc2fh5gfb,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
79,CNN,2018-03-23 20:30:12,80,-0.4404,0.0,0.139,0.861,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/OYh6bq5U5e,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
80,CNN,2018-03-23 20:20:09,81,0.0,0.0,0.0,1.0,Thousands of people marched in cities across Poland in demonstrations against plans to tighten the country's alread… https://t.co/7xfT5h1KC8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
81,CNN,2018-03-23 20:10:38,82,0.128,0.149,0.088,0.763,"RT @AC360: “I feel worried, I feel angry.” Parkland survivors share exclusive video diaries with CNN. Their stories tonight, 9p ET on @CNN…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
82,CNN,2018-03-23 20:10:04,83,0.4215,0.123,0.0,0.877,The Chinese ambassador to the United States would not rule out his nation scaling back the purchase of US governmen… https://t.co/hWrJhLtgkZ,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
83,CNN,2018-03-23 20:07:50,84,-0.8519,0.0,0.341,0.659,RT @CNNMoney: Trade war fears sink stocks again: Dow closes down more than 400 points at lowest point since November. https://t.co/A9OlUXl3…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
84,CNN,2018-03-23 20:03:33,85,0.4404,0.153,0.0,0.847,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/2RiAQPzhIt https://t.co/zp4lrF9v3O,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
85,CNN,2018-03-23 19:50:35,86,-0.802,0.0,0.275,0.725,"At least 13 people were killed and 35 others were injured Friday night in a car bombing in southern Afghanistan, a… https://t.co/8EZYFIRuUW","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
86,CNN,2018-03-23 19:42:28,87,0.0,0.0,0.0,1.0,"""China is not afraid of and will not recoil from a trade war,"" China's embassy in Washington said in a statement… https://t.co/lTQZIyYykI","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
87,CNN,2018-03-23 19:30:13,88,0.4767,0.204,0.0,0.796,Some student loan borrowers will get another chance to qualify for the Public Service Loan Forgiveness program… https://t.co/0Y6bgk27QX,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
88,CNN,2018-03-23 19:30:09,89,-0.5106,0.0,0.268,0.732,A timeline of DACA offers President Trump has rejected https://t.co/r3lYvNaM8H https://t.co/TKd8VSvjEr,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
89,CNN,2018-03-23 19:20:06,90,0.0,0.0,0.0,1.0,"A new chemical analysis of animal bones suggests that the Maya in the city of Ceibal kept big cats in captivity, an… https://t.co/R65QDFdpAP","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
90,CNN,2018-03-23 19:10:06,91,0.0,0.0,0.0,1.0,"Dr. Ronny Jackson, the presidential physician who has served under three presidents, has been nominated for a promo… https://t.co/TkS68sf6Mb","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
91,CNN,2018-03-23 19:00:09,92,-0.6597,0.0,0.239,0.761,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/K0Lmowc4PM https://t.co/EymrGr1EDT,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
92,CNN,2018-03-23 18:50:02,93,0.5106,0.13,0.0,0.87,"All around the US, Lyft is offering free rides to protestors who will participate in the March for Our Lives this w… https://t.co/iiZhgPHkqG","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
93,CNN,2018-03-23 18:45:11,94,0.128,0.077,0.0,0.923,Veteran Washington attorney Joseph diGenova’s role as part of President Donald Trump’s legal team is still in quest… https://t.co/McCu9Y9S2f,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
94,CNN,2018-03-23 18:40:05,95,0.5267,0.185,0.0,0.815,George Clooney praises Parkland survivors in open letter ahead of March for Our Lives https://t.co/TuF7QXqvU5 https://t.co/TnaWh1jlVB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
95,CNN,2018-03-23 18:30:20,96,0.0,0.0,0.0,1.0,Elon Musk just nonchalantly erased Tesla and SpaceX from Facebook https://t.co/EKDgqGlIS9 https://t.co/VsQgPpjELv,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
96,CNN,2018-03-23 18:20:06,97,-0.6705,0.0,0.184,0.816,"The man shot and killed by Sacramento police was turning his life around, his brother says.

Stephon Clark was shot… https://t.co/S5ib13fTFJ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
97,CNN,2018-03-23 18:10:06,98,0.0,0.0,0.0,1.0,Advertisers are turning up the heat on Facebook. At least three companies have pulled advertisements after a data s… https://t.co/9POKaJIWzq,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
98,CNN,2018-03-23 18:01:46,99,0.0,0.0,0.0,1.0,"President Trump says the US is close to striking a trade deal with South Korea, an achievement that would mark an e… https://t.co/bXJxefGEiQ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
99,CNN,2018-03-23 17:51:58,100,-0.659,0.0,0.221,0.779,President Trump on his veto threat: “I looked very seriously at the veto. I was thinking about doing the veto. But… https://t.co/dAb7rPFtnR,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
0,FoxNews,2018-03-24 02:52:46,1,-0.1779,0.187,0.228,0.585,"World War II veteran, 98, presented with French Legion of Honor https://t.co/aer96zUUrK","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
1,FoxNews,2018-03-24 02:47:13,2,0.3818,0.191,0.0,0.809,".@united gives passenger $10,000 travel credit to give up her seat https://t.co/srhWJzmuz6","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
2,FoxNews,2018-03-24 02:43:39,3,0.0,0.0,0.0,1.0,Ruth Bader Ginsburg rules that hot dogs are sandwiches https://t.co/yBjDkpcSlL,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
